Order_ID,Order_Date,Order_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Phone,Customer_Age,Customer_Gender,Customer_City,Customer_State,Customer_Country,Customer_Zip,Customer_Segment,Product_Name,Product_Category,SKU,Quantity,Unit_Price_INR,Discount_Percent,Discount_Amount_INR,Tax_Amount_INR,Total_Amount_INR,Payment_Method,Payment_Status,Shipping_Method,Shipping_Cost_INR,Order_Status,Delivery_Date,Days_to_Deliver,Customer_Rating,Customer_Review,Sales_Channel,Referral_Source,First_Time_Customer,Customer_Lifetime_Orders,Marketing_Campaign
ORD-10318,2025-09-16,08:11:20,CUST-5207,Ajay Shah,ajay.shah28@email.com,+91-9220077707,38,Male,Thrissur,Kerala,India,680001,Regular,Beard Activator Kit,Beard Care - Kits,BRD-ACT-001,1,1999,10,199.9,269.86,2168.96,Credit Card,Completed,Express,100,Delivered,2025-09-20,4,4,Good product!,Mobile App,Google Ads,No,14,Bulk Buy September
ORD-10319,2025-09-19,13:26:09,CUST-5370,Suresh Chatterjee,suresh.chatterjee67@email.com,+91-9321022361,38,Male,Varanasi,Uttar Pradesh,India,221001,Premium,NoBloat Gut health Blend,Gut Health,NBL-GUT-001,3,1299,0,0.0,584.55,4531.55,COD,Completed,Standard,50,Delivered,2025-09-21,2,4,Good value for money.,Mobile App,Google Ads,No,4,Gut Health Focus
ORD-10320,2025-09-23,17:54:15,CUST-5017,Jaya Iyer,jaya.iyer10@email.com,+91-9400255862,30,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,Growmax Topical Solution (60ml),Hair Care - Topicals,GRW-TOP-60ML,1,899,0,0.0,134.85,1083.85,Debit Card,Completed,Standard,50,Delivered,2025-09-27,4,4,Good value for money.,Website,Google Ads,Yes,1,Advanced Wellness
ORD-10321,2025-09-07,14:26:31,CUST-5366,Neha Iyer,neha.iyer73@email.com,+91-9462439844,22,Female,Patna,Bihar,India,800001,Premium,Beard Growth Kit for Low Beard,Beard Care - Kits,BRD-LOW-KIT,1,1899,10,189.9,256.36,2065.47,Debit Card,Completed,Express,100,Delivered,2025-09-09,2,5,Excellent!,Website,Facebook Ads,No,19,New Customer Welcome
ORD-10322,2025-10-01,12:42:03,CUST-5398,Nikhil Nair,nikhil.nair65@email.com,+91-9449508619,36,Male,Chandigarh,Chandigarh,India,160001,Premium,10% Magnesium Body Lotion - 200 ml,Body Care,MAG-LOT-200ML,1,649,5,32.45,92.48,759.03,COD,Pending,Standard,50,Processing,,,,,Website,Google Ads,Yes,1,Winter Prep
ORD-10323,2025-09-28,14:06:31,CUST-5160,Manoj Rao,manoj.rao90@email.com,+91-9326162448,39,Male,Kolkata,West Bengal,India,700001,Regular,SWASH Intimate Wash (120ml),Body Care - Hygiene,SWH-INT-120,1,399,10,39.9,53.87,462.97,Credit Card,Completed,Standard,50,In Transit,,,,,Mobile App,Direct,No,1,Advanced Wellness
ORD-10324,2025-09-13,16:48:45,CUST-5080,Ravi Reddy,ravi.reddy21@email.com,+91-9561858997,40,Male,Bangalore,Karnataka,India,560001,Premium,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,1,1099,5,54.95,156.61,1250.66,UPI,Completed,Standard,50,Delivered,2025-09-15,2,5,Best purchase!,Website,Direct,No,3,Bulk Buy September
ORD-10325,2025-09-29,17:47:13,CUST-5361,Lavanya Gupta,lavanya.gupta64@email.com,+91-9761645042,50,Female,Vijayawada,Andhra Pradesh,India,520001,Premium,Derma Roller for Skin,Tools & Accessories,DR-SKIN-001,1,449,0,0.0,67.35,566.35,Debit Card,Completed,Standard,50,Delivered,2025-10-04,5,4,Good product!,Mobile App,Organic Search,No,15,Performance Max
ORD-10326,2025-09-12,16:56:26,CUST-5430,Anupama Patel,anupama.patel23@email.com,+91-9426650475,28,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,Clear Skin Pack| 1x Rejuv Face Serum + 1x Derma Roller,Skin Care - Kits,CLR-SKN-PACK,2,1299,10,259.8,350.73,2738.93,Debit Card,Completed,Standard,50,Delivered,2025-09-20,8,4,Good value for money.,Website,Youtube,Yes,1,Diwali Wellness
ORD-10327,2025-09-21,12:25:28,CUST-5126,Asha Iyer,asha.iyer82@email.com,+91-9523672902,45,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,Derma Roller with 0.5 mm Replaceable Head,Tools & Accessories,DR-05MM-REP,1,499,10,49.9,67.36,566.47,Credit Card,Completed,Standard,50,Delivered,2025-09-28,7,3,Good but not great.,Website,Email Campaign,Yes,1,Diwali Wellness
ORD-10328,2025-09-13,16:01:00,CUST-5436,Vishal Verma,vishal.verma81@email.com,+91-9778084247,32,Male,Gurgaon,Haryana,India,122001,Regular,Dandruff Treatment Kit - Sticky Scales,Hair Care - Kits,DTK-SS-001,1,1799,0,0.0,269.85,2118.85,UPI,Completed,Standard,50,Delivered,2025-09-15,2,5,Amazing product!,Mobile App,Instagram,No,1,Wellness Bundle
ORD-10329,2025-09-29,15:35:51,CUST-5461,Lavanya Reddy,lavanya.reddy63@email.com,+91-9344805927,48,Female,Kolkata,West Bengal,India,700001,Premium,SuperBlend - Rich Cocoa (15 days pack),Nutrition Blends,SBL-COC-15D,1,999,5,49.95,142.36,1141.41,Credit Card,Completed,Standard,50,In Transit,,,,,Website,Facebook Ads,No,18,Beard Goals
ORD-10330,2025-09-11,10:31:08,CUST-5001,Savitha Iyer,savitha.iyer80@email.com,+91-9415909040,41,Female,Nashik,Maharashtra,India,422001,Premium,Sunscreen SPF50,Skin Care - Protection,SUN-SPF50,1,599,15,89.85,76.37,685.52,COD,Completed,Express,100,Delivered,2025-09-19,8,5,Excellent!,Website,Instagram,No,9,Premium Protein
ORD-10331,2025-09-09,08:53:30,CUST-5363,Varun Kumar,varun.kumar89@email.com,+91-9428458993,49,Male,Varanasi,Uttar Pradesh,India,221001,Regular,Dandruff Treatment Kit - Sticky Scales,Hair Care - Kits,DTK-SS-001,1,1799,15,269.85,229.37,1858.52,UPI,Completed,Express,100,Delivered,2025-09-11,2,5,Best purchase!,Mobile App,Google Ads,No,11,Advanced Wellness
ORD-10332,2025-09-20,09:46:28,CUST-5253,Vishal Desai,vishal.desai25@email.com,+91-9520080590,30,Male,Hyderabad,Telangana,India,500001,Premium,Charcoal Body Wash (250 ml),Body Care - Cleansers,CHR-BW-250ML,2,299,10,59.8,80.73,668.93,Debit Card,Completed,Standard,50,Delivered,2025-09-25,5,4,Satisfied with quality.,Website,Organic Search,Yes,1,Stress Relief
ORD-10333,2025-09-28,13:28:02,CUST-5221,Ajay Mehta,ajay.mehta96@email.com,+91-9755288419,37,Male,Chennai,Tamil Nadu,India,600001,Regular,Complete Cleansing Kit,Body Care - Kits,CMP-CLN-KIT,2,899,0,0.0,269.7,2167.7,Credit Card,Completed,Express,100,Delivered,2025-09-30,2,4,Satisfied with quality.,Mobile App,Email Campaign,No,14,Clear Skin October
ORD-10334,2025-09-13,16:25:59,CUST-5346,Lakshmi Gupta,lakshmi.gupta88@email.com,+91-9087219584,36,Female,Chandigarh,Chandigarh,India,160001,Regular,Beard Development Kit for 22-28,Beard Care - Kits,BRD-DEV-2228,1,2199,10,219.9,296.86,2375.96,UPI,Completed,Express,100,Delivered,2025-09-15,2,4,Works well.,Mobile App,Direct,No,2,Hair Growth Challenge
ORD-10335,2025-09-03,16:24:15,CUST-5208,Neha Menon,neha.menon2@email.com,+91-9236733256,28,Female,Delhi,Delhi,India,110001,Premium,Complete Beard Activator Kit for 18-21 + Genetics Concern,Beard Care - Kits,BRD-ACT-1821,1,2499,0,0.0,374.85,2973.85,Credit Card,Completed,Express,100,Delivered,2025-09-10,7,4,Good value for money.,Website,Youtube,No,3,Hydration Hero
ORD-10336,2025-10-02,10:00:59,CUST-5082,Rashmi Agarwal,rashmi.agarwal14@email.com,+91-9180687541,36,Female,Thrissur,Kerala,India,680001,Premium,Blemish Defense Kit| 1x Clean Oil Control Face Wash + 1x CLEAR Blemish Correction Gel,Skin Care - Kits,BLEM-DEF-KIT,3,799,15,359.55,305.62,2443.07,COD,Pending,Express,100,Processing,,,,,Website,Direct,Yes,1,Monsoon Care
ORD-10337,2025-09-29,14:21:01,CUST-5134,Gayatri Shah,gayatri.shah1@email.com,+91-9506131335,22,Female,Varanasi,Uttar Pradesh,India,221001,Regular,Hair Activator+ (Derma Roller),Hair Care - Tools,HA-DR-001,1,599,10,59.9,80.86,669.97,COD,Completed,Standard,50,In Transit,,,,,Mobile App,Organic Search,No,3,Diwali Wellness
ORD-10338,2025-09-16,11:42:54,CUST-5454,Sanjay Menon,sanjay.menon19@email.com,+91-9261237375,50,Male,Vadodara,Gujarat,India,390001,Regular,0.5 mm Dermaroller for Hair,Hair Care - Tools,DR-HAIR-05MM,1,449,0,0.0,67.35,616.35,Credit Card,Completed,Express,100,Delivered,2025-09-18,2,5,Highly recommend!,Website,Facebook Ads,No,20,Bulk Buy September
ORD-10339,2025-09-28,10:28:40,CUST-5488,Suma Menon,suma.menon5@email.com,+91-9723799340,23,Female,Ahmedabad,Gujarat,India,380001,Regular,Super Blend - Nutrition Powder (504g),Nutrition Blends,SBL-504G-001,1,1899,10,189.9,256.36,2065.47,Debit Card,Completed,Express,100,Delivered,2025-09-30,2,4,Satisfied with quality.,Website,Organic Search,Yes,1,Hydration Hero
ORD-10340,2025-10-03,17:48:00,CUST-5157,Suresh Gupta,suresh.gupta80@email.com,+91-9614194095,31,Male,Kolkata,West Bengal,India,700001,Regular,Shilajit Gummies (1 Month Pack),Gummies & Supplements,SHI-GUM-30D,1,999,10,99.9,134.87,1083.97,Debit Card,Pending,Standard,50,Processing,,,,,Website,Instagram,No,17,Hydration Hero
ORD-10341,2025-09-07,09:39:53,CUST-5363,Vikram Agarwal,vikram.agarwal54@email.com,+91-9947056054,29,Male,Delhi,Delhi,India,110001,Regular,Scalp Massager (1N),Hair Care - Tools,SCP-MAS-001,2,299,10,59.8,80.73,718.93,Debit Card,Completed,Express,100,Delivered,2025-09-13,6,4,Happy with purchase.,Website,Youtube,No,10,Sleep Better Campaign
ORD-10342,2025-09-11,16:25:00,CUST-5306,Suma Kumar,suma.kumar5@email.com,+91-9209686351,27,Female,Mumbai,Maharashtra,India,400001,Premium,Daily Hygiene Kit,Body Care - Kits,DLY-HYG-KIT,2,699,0,0.0,209.7,1657.7,Debit Card,Completed,Standard,50,Delivered,2025-09-15,4,4,Good product!,Mobile App,Organic Search,No,3,Fitness Influencer
ORD-10343,2025-09-04,17:39:37,CUST-5058,Prakash Malhotra,prakash.malhotra94@email.com,+91-9340352365,30,Male,Patna,Bihar,India,800001,Premium,TOSTERO Capsules (60N),Performance Supplements,TST-60CAP,1,1199,0,0.0,179.85,1478.85,Debit Card,Completed,Express,100,Delivered,2025-09-06,2,5,Outstanding quality!,Website,Organic Search,No,10,Monsoon Care
ORD-10344,2025-10-02,16:43:04,CUST-5262,Kavita Iyer,kavita.iyer67@email.com,+91-9187265712,24,Female,Indore,Madhya Pradesh,India,452001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,1,1399,10,139.9,188.86,1547.96,COD,Pending,Express,100,Processing,,,,,Mobile App,Organic Search,No,19,Fitness September
ORD-10345,2025-09-26,15:07:47,CUST-5377,Swati Patel,swati.patel85@email.com,+91-9319664410,42,Female,Delhi,Delhi,India,110001,Premium,Growmax+ Serum (50ml),Hair Care - Topicals,GRWP-SER-50,2,1299,0,0.0,389.7,3087.7,COD,Completed,Express,100,Delivered,2025-09-30,4,5,Love it!,Mobile App,Direct,No,3,Diwali Wellness
ORD-10346,2025-09-21,12:27:04,CUST-5128,Ashok Patel,ashok.patel18@email.com,+91-9724393417,33,Male,Madurai,Tamil Nadu,India,625001,Premium,Complete Beard Activator Kit for 18-21 + Genetics Concern,Beard Care - Kits,BRD-ACT-1821,1,2499,0,0.0,374.85,2973.85,UPI,Completed,Express,100,Delivered,2025-09-26,5,4,Works well.,Website,Youtube,Yes,1,Bulk Buy September
ORD-10347,2025-09-22,13:22:06,CUST-5357,Ashok Kumar,ashok.kumar56@email.com,+91-9220037467,39,Male,Hyderabad,Telangana,India,500001,Regular,Growmax+ Serum (50ml),Hair Care - Topicals,GRWP-SER-50,1,1299,15,194.85,165.62,1319.77,COD,Completed,Standard,50,Delivered,2025-09-26,4,5,Highly recommend!,Mobile App,Youtube,No,8,Advanced Wellness
ORD-10348,2025-09-29,14:47:04,CUST-5467,Rajesh Verma,rajesh.verma47@email.com,+91-9773151424,37,Male,Madurai,Tamil Nadu,India,625001,Regular,Derma Roller with 0.5 mm Replaceable Head,Tools & Accessories,DR-05MM-REP,1,499,0,0.0,74.85,623.85,Debit Card,Completed,Standard,50,Delivered,2025-10-04,5,5,Highly recommend!,Website,Google Ads,No,13,Summer Fitness
ORD-10349,2025-09-21,16:32:45,CUST-5277,Ajay Mehta,ajay.mehta71@email.com,+91-9299190810,31,Male,Bhopal,Madhya Pradesh,India,462001,Premium,Beard Growth Kit + Lifestyle Concern,Beard Care - Kits,BRD-GRW-LC,3,2099,15,944.55,802.87,6205.32,COD,Completed,Standard,50,Delivered,2025-09-26,5,5,Love it!,Website,Youtube,No,12,Wellness Bundle
ORD-10350,2025-09-14,12:51:25,CUST-5387,Swati Patel,swati.patel77@email.com,+91-9531182936,45,Female,Thrissur,Kerala,India,680001,Regular,Beard Development Kit for 22-28 + Lifestyle Concern,Beard Care - Kits,BRD-DEV-2228L,3,2399,0,0.0,1079.55,8376.55,Debit Card,Completed,Express,100,Delivered,2025-09-19,5,5,Excellent!,Website,Facebook Ads,No,4,Fitness September
ORD-10351,2025-09-26,09:08:56,CUST-5239,Rekha Nair,rekha.nair49@email.com,+91-9673346858,49,Female,Ahmedabad,Gujarat,India,380001,Premium,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,Performance Kits,END-KIT-COMP,1,1899,0,0.0,284.85,2283.85,COD,Completed,Express,100,Delivered,2025-10-04,8,4,Happy with purchase.,Mobile App,Instagram,No,14,Stress Relief
ORD-10352,2025-09-06,08:31:29,CUST-5109,Lakshmi Chatterjee,lakshmi.chatterjee26@email.com,+91-9473556478,47,Female,Kochi,Kerala,India,682001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,1,1399,10,139.9,188.86,1547.96,Debit Card,Completed,Express,100,Delivered,2025-09-10,4,5,Love it!,Mobile App,Email Campaign,Yes,1,Fitness Influencer
ORD-10353,2025-09-19,08:29:46,CUST-5412,Sunil Nair,sunil.nair94@email.com,+91-9942748258,43,Male,Madurai,Tamil Nadu,India,625001,Premium,Endure Long Last Spray (20ml),Performance Products,END-SPR-20ML,1,799,5,39.95,113.86,922.91,COD,Completed,Standard,50,Delivered,2025-09-26,7,5,Amazing product!,Website,Email Campaign,No,5,Plant Power
ORD-10354,2025-10-03,13:59:24,CUST-5184,Suma Menon,suma.menon27@email.com,+91-9910089908,23,Female,Jaipur,Rajasthan,India,302001,Premium,Advanced Anti-Dandruff Shampoo 100 ml,Hair Care - Shampoos,AADS-100ML,1,349,10,34.9,47.12,411.22,COD,Pending,Standard,50,Processing,,,,,Website,Direct,Yes,1,Hair Growth Challenge
ORD-10355,2025-09-10,16:32:50,CUST-5412,Ajay Shah,ajay.shah64@email.com,+91-9701156723,26,Male,Varanasi,Uttar Pradesh,India,221001,Regular,TOSTERO Capsules (60N),Performance Supplements,TST-60CAP,1,1199,15,179.85,152.87,1222.02,Credit Card,Completed,Standard,50,Delivered,2025-09-12,2,5,Excellent!,Website,Instagram,Yes,1,Magnesium Monday
ORD-10356,2025-09-15,14:05:12,CUST-5029,Ramesh Mehta,ramesh.mehta97@email.com,+91-9880045641,32,Male,Madurai,Tamil Nadu,India,625001,Premium,Blemish Defense Kit| 1x Clean Oil Control Face Wash + 1x CLEAR Blemish Correction Gel,Skin Care - Kits,BLEM-DEF-KIT,1,799,15,119.85,101.87,831.02,Debit Card,Completed,Standard,50,Delivered,2025-09-20,5,4,Works well.,Website,Facebook Ads,No,9,Fitness Influencer
ORD-10357,2025-09-10,11:01:11,CUST-5036,Savitha Malhotra,savitha.malhotra34@email.com,+91-9025742620,34,Female,Noida,Uttar Pradesh,India,201301,Regular,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,1,1999,10,199.9,269.86,2118.96,COD,Completed,Standard,50,Delivered,2025-09-18,8,3,Decent purchase.,Website,Instagram,No,2,Advanced Wellness
ORD-10358,2025-10-03,13:23:40,CUST-5083,Ramesh Singh,ramesh.singh49@email.com,+91-9919230648,28,Male,Vijayawada,Andhra Pradesh,India,520001,Regular,Beard Growth Kit for Low Beard,Beard Care - Kits,BRD-LOW-KIT,1,1899,5,94.95,270.61,2174.66,Credit Card,Pending,Express,100,Processing,,,,,Mobile App,Direct,Yes,1,Diwali Wellness
ORD-10359,2025-09-12,08:44:04,CUST-5044,Vikram Iyer,vikram.iyer96@email.com,+91-9854253274,47,Male,Pune,Maharashtra,India,411001,Regular,REJUV Niacinamide Serum,Skin Care - Serums,RJV-NIA-SER,1,799,0,0.0,119.85,968.85,Debit Card,Completed,Standard,50,Delivered,2025-09-18,6,5,Highly recommend!,Website,Google Ads,No,3,Magnesium Monday
ORD-10360,2025-10-01,11:05:34,CUST-5491,Shilpa Patel,shilpa.patel1@email.com,+91-9872041933,44,Female,Hyderabad,Telangana,India,500001,Regular,Creatine Gummies,Gummies & Supplements,CRE-GUM-001,1,799,0,0.0,119.85,968.85,COD,Pending,Standard,50,Processing,,,,,Mobile App,Facebook Ads,Yes,1,Stress Relief
ORD-10361,2025-09-26,17:46:46,CUST-5275,Vinod Sharma,vinod.sharma4@email.com,+91-9608905013,49,Male,Coimbatore,Tamil Nadu,India,641001,Premium,Water Softener,Home Care,WTR-SOFT-001,1,1299,10,129.9,175.36,1394.46,COD,Completed,Standard,50,Delivered,2025-09-29,3,4,Good product!,Website,Direct,No,16,Gut Health Focus
ORD-10362,2025-09-23,09:28:22,CUST-5094,Priya Menon,priya.menon66@email.com,+91-9968472583,24,Female,Chandigarh,Chandigarh,India,160001,Regular,Magnesium Glycinate Gummies 60N,Gummies & Supplements,MAG-GLY-60N,1,799,5,39.95,113.86,922.91,Credit Card,Completed,Standard,50,Delivered,2025-09-26,3,4,Good product!,Website,Email Campaign,No,6,Quick Start Pack
ORD-10363,2025-09-26,12:25:15,CUST-5063,Ramesh Malhotra,ramesh.malhotra17@email.com,+91-9713207801,30,Male,Bhopal,Madhya Pradesh,India,462001,Premium,Clear Skin Pack| 1x Rejuv Face Serum + 1x Derma Roller,Skin Care - Kits,CLR-SKN-PACK,1,1299,0,0.0,194.85,1593.85,COD,Completed,Express,100,Delivered,2025-09-29,3,5,Amazing product!,Website,Email Campaign,No,6,Performance Max
ORD-10364,2025-09-06,09:15:14,CUST-5460,Lakshmi Agarwal,lakshmi.agarwal79@email.com,+91-9076345471,44,Female,Noida,Uttar Pradesh,India,201301,Regular,HydraBoost Pack of 15,Hydration Supplements,HYD-BST-15PK,1,899,5,44.95,128.11,1032.16,UPI,Completed,Standard,50,Delivered,2025-09-11,5,4,Satisfied with quality.,Website,Organic Search,Yes,1,Premium Protein
ORD-10365,2025-09-29,12:43:01,CUST-5422,Deepak Malhotra,deepak.malhotra97@email.com,+91-9907969550,46,Male,Delhi,Delhi,India,110001,Premium,Advance Growmax Topical Solution (60ml),Hair Care - Topicals,AGRW-TOP-60,2,1099,15,329.7,280.25,2248.55,COD,Completed,Express,100,In Transit,,,,,Website,Organic Search,No,1,Health Plus
ORD-10366,2025-10-03,12:18:32,CUST-5327,Sarala Chatterjee,sarala.chatterjee11@email.com,+91-9416720671,40,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,Charcoal Body Wash (750 ml),Body Care - Cleansers,CHR-BW-750ML,1,599,0,0.0,89.85,788.85,Credit Card,Pending,Express,100,Processing,,,,,Website,Direct,No,10,Sleep Better Campaign
ORD-10367,2025-09-18,11:18:44,CUST-5250,Sneha Patel,sneha.patel23@email.com,+91-9840560216,40,Female,Pune,Maharashtra,India,411001,Premium,Beard Growth Kit + Lifestyle Concern,Beard Care - Kits,BRD-GRW-LC,2,2099,0,0.0,629.7,4877.7,COD,Completed,Standard,50,Delivered,2025-09-20,2,5,Excellent!,Mobile App,Google Ads,No,9,Sleep Better Campaign
ORD-10368,2025-09-08,13:33:20,CUST-5133,Shobha Patel,shobha.patel69@email.com,+91-9196113518,48,Female,Chandigarh,Chandigarh,India,160001,Regular,Clear Skin Pack| 1x Rejuv Face Serum + 1x Derma Roller,Skin Care - Kits,CLR-SKN-PACK,1,1299,10,129.9,175.36,1444.46,UPI,Completed,Express,100,Delivered,2025-09-16,8,4,Works well.,Mobile App,Email Campaign,Yes,1,Health Plus
ORD-10369,2025-09-25,10:50:41,CUST-5338,Vinod Reddy,vinod.reddy14@email.com,+91-9740312092,28,Male,Delhi,Delhi,India,110001,Regular,Beard Activator Kit for 22-28 + Lifestyle Concern,Beard Care - Kits,BRD-ACT-2228,2,2299,5,229.9,655.22,5123.32,UPI,Completed,Express,100,Delivered,2025-09-28,3,4,Works well.,Website,Direct,Yes,1,Magnesium Monday
ORD-10370,2025-09-05,12:56:54,CUST-5423,Sanjay Iyer,sanjay.iyer69@email.com,+91-9769667432,32,Male,Indore,Madhya Pradesh,India,452001,Premium,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,1,1999,0,0.0,299.85,2348.85,Credit Card,Completed,Standard,50,Delivered,2025-09-07,2,4,Good product!,Website,Direct,No,16,Health Plus
ORD-10371,2025-09-28,15:08:13,CUST-5315,Gayatri Chatterjee,gayatri.chatterjee6@email.com,+91-9411434337,38,Female,Nagpur,Maharashtra,India,440001,Regular,Magnesium Oil Spray - 100 ml,Body Care,MAG-SPR-100ML,2,549,0,0.0,164.7,1312.7,COD,Completed,Standard,50,Delivered,2025-10-02,4,4,Happy with purchase.,Website,Youtube,No,6,Stress Relief
ORD-10372,2025-10-01,08:42:41,CUST-5497,Nikhil Patel,nikhil.patel81@email.com,+91-9075991510,40,Male,Kochi,Kerala,India,682001,Regular,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,2,1999,10,399.8,539.73,4237.93,Credit Card,Pending,Express,100,Processing,,,,,Website,Email Campaign,No,19,Beard Goals
ORD-10373,2025-09-18,14:01:28,CUST-5007,Savitha Patel,savitha.patel26@email.com,+91-9980710297,36,Female,Madurai,Tamil Nadu,India,625001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,2,1399,5,139.9,398.71,3156.82,Debit Card,Completed,Express,100,Delivered,2025-09-24,6,5,Amazing product!,Website,Direct,No,12,Quick Start Pack
ORD-10374,2025-09-10,11:27:37,CUST-5028,Sunil Kumar,sunil.kumar84@email.com,+91-9141200806,42,Male,Bhopal,Madhya Pradesh,India,462001,Regular,Growmax+ Serum (50ml),Hair Care - Topicals,GRWP-SER-50,1,1299,10,129.9,175.36,1444.46,COD,Completed,Express,100,Delivered,2025-09-15,5,4,Satisfied with quality.,Website,Youtube,No,19,Sleep Better Campaign
ORD-10375,2025-10-01,11:49:44,CUST-5330,Anupama Sharma,anupama.sharma59@email.com,+91-9318872020,41,Female,Kochi,Kerala,India,682001,Regular,SuperBlend - Rich Cocoa (15 days pack),Nutrition Blends,SBL-COC-15D,1,999,10,99.9,134.87,1133.97,Credit Card,Pending,Express,100,Processing,,,,,Website,Google Ads,No,7,Magnesium Monday
ORD-10376,2025-09-04,09:16:20,CUST-5242,Swati Iyer,swati.iyer9@email.com,+91-9594110025,24,Female,Ludhiana,Punjab,India,141001,Premium,Gut Strength Kit,Health Kits,GUT-KIT-001,1,2299,0,0.0,344.85,2693.85,COD,Completed,Standard,50,Delivered,2025-09-08,4,4,Happy with purchase.,Website,Organic Search,No,20,Wellness Bundle
ORD-10377,2025-09-08,15:54:30,CUST-5226,Sneha Kumar,sneha.kumar25@email.com,+91-9301411599,25,Female,Nashik,Maharashtra,India,422001,Premium,Advance Magnesium Care,Body Care,ADV-MAG-001,1,999,0,0.0,149.85,1198.85,Debit Card,Completed,Standard,50,Delivered,2025-09-10,2,5,Best purchase!,Mobile App,Youtube,Yes,1,Wellness Bundle
ORD-10378,2025-09-10,13:46:04,CUST-5057,Mohan Shah,mohan.shah14@email.com,+91-9661403609,48,Male,Rajkot,Gujarat,India,360001,Regular,NoBloat Gut health Blend,Gut Health,NBL-GUT-001,1,1299,0,0.0,194.85,1593.85,Debit Card,Completed,Express,100,Delivered,2025-09-13,3,4,Good value for money.,Mobile App,Email Campaign,Yes,1,Magnesium Monday
ORD-10379,2025-09-17,08:47:51,CUST-5173,Anand Reddy,anand.reddy39@email.com,+91-9458604391,28,Male,Patna,Bihar,India,800001,Regular,Beard Growth Kit for Low Beard,Beard Care - Kits,BRD-LOW-KIT,2,1899,5,189.9,541.21,4249.31,COD,Completed,Express,100,Delivered,2025-09-22,5,4,Good value for money.,Website,Organic Search,No,5,Fitness Influencer
ORD-10380,2025-09-15,08:25:35,CUST-5385,Pooja Joshi,pooja.joshi54@email.com,+91-9697423268,48,Female,Ahmedabad,Gujarat,India,380001,Regular,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,1,1999,5,99.95,284.86,2283.91,Debit Card,Completed,Express,100,Delivered,2025-09-23,8,3,Average quality.,Website,Email Campaign,No,17,Gut Health Focus
ORD-10381,2025-09-17,15:04:00,CUST-5146,Kavita Sharma,kavita.sharma62@email.com,+91-9694477497,25,Female,Vijayawada,Andhra Pradesh,India,520001,Regular,REJUV Niacinamide Serum,Skin Care - Serums,RJV-NIA-SER,1,799,0,0.0,119.85,1018.85,UPI,Completed,Express,100,Delivered,2025-09-24,7,5,Love it!,Website,Direct,No,16,Sleep Better Campaign
ORD-10382,2025-09-11,14:34:58,CUST-5214,Ashok Mehta,ashok.mehta31@email.com,+91-9125531023,23,Male,Vadodara,Gujarat,India,390001,Premium,Water Softener,Home Care,WTR-SOFT-001,2,1299,10,259.8,350.73,2788.93,UPI,Completed,Express,100,Delivered,2025-09-16,5,5,Highly recommend!,Website,Email Campaign,No,9,Bulk Buy September
ORD-10383,2025-09-25,11:34:13,CUST-5396,Ravi Joshi,ravi.joshi30@email.com,+91-9890827804,32,Male,Nashik,Maharashtra,India,422001,Regular,SuperBlend - Rich Cocoa (15 days pack),Nutrition Blends,SBL-COC-15D,2,999,0,0.0,299.7,2347.7,UPI,Completed,Standard,50,Delivered,2025-10-02,7,5,Highly recommend!,Website,Facebook Ads,Yes,1,Wellness Bundle
ORD-10384,2025-09-28,12:14:20,CUST-5490,Savitha Nair,savitha.nair11@email.com,+91-9676365423,40,Female,Ludhiana,Punjab,India,141001,Premium,Beardmax Growth Serum (30 ml),Beard Care,BRD-SER-30ML,1,799,10,79.9,107.86,926.97,COD,Completed,Express,100,Delivered,2025-10-04,6,5,Amazing product!,Mobile App,Youtube,Yes,1,Plant Power
ORD-10385,2025-09-29,08:57:56,CUST-5050,Rohan Singh,rohan.singh69@email.com,+91-9692844463,38,Male,Noida,Uttar Pradesh,India,201301,Regular,Beard Growth Kit for Low Beard,Beard Care - Kits,BRD-LOW-KIT,2,1899,20,759.6,455.76,3544.16,UPI,Completed,Standard,50,Delivered,2025-10-05,6,4,Good product!,Mobile App,Email Campaign,Yes,1,Beard Goals
ORD-10386,2025-09-05,13:13:29,CUST-5454,Lakshmi Singh,lakshmi.singh59@email.com,+91-9558999242,35,Female,Nagpur,Maharashtra,India,440001,Regular,10% Magnesium Body Lotion - 200 ml,Body Care,MAG-LOT-200ML,1,649,5,32.45,92.48,759.03,COD,Completed,Standard,50,Delivered,2025-09-07,2,3,Average quality.,Website,Google Ads,Yes,1,Immunity Boost
